Club,Boat Type,Sub Category,Rank,Event
ST GEORGES COLLEGE BOAT CLUB,8+,Op J16 8+ ,97,Wallingford Head 2017
WARWICK UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-4,98,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,4+,Op 4+ BAND-1,99,Wallingford Head 2017
ABINGDON SCHOOL BOAT CLUB,4+,Op 4+ BAND-2,100,Wallingford Head 2017
KINGS COLLEGE SCHOOL BOAT CLUB,4+,Op J18 4+ ,101,Wallingford Head 2017
AVON COUNTY ROWING CLUB,4-,Op MasF 4- ,102,Wallingford Head 2017
BRISTOL CITY OF ROWING CLUB,8+,Op 8+ BAND-4,103,Wallingford Head 2017
UNIVERSITY COLLEGE (OXFORD) BOAT CLUB,8+,Op 8+ BAND-4,104,Wallingford Head 2017
READING BLUE COAT SCHOOL BOAT CLUB,8+,Op 8+ BAND-4,105,Wallingford Head 2017
WINCHESTER COLLEGE BOAT CLUB,4+,Op J18 4+ ,106,Wallingford Head 2017
WINCHESTER COLLEGE BOAT CLUB,8+,Op J15 8+ ,107,Wallingford Head 2017
BEDFORD MODERN SCHOOL BOAT CLUB,8+,Op J16 8+ ,108,Wallingford Head 2017
KINGS COLLEGE SCHOOL BOAT CLUB,8+,Op J18 8+ ,109,Wallingford Head 2017
BROXBOURNE ROWING CLUB,8+,Op MasE 8+ ,110,Wallingford Head 2017
ABINGDON ROWING CLUB,8+,Op MasD 8+ ,111,Wallingford Head 2017
WARWICK UNIVERSITY OF BOAT CLUB,4+,Op 4+ BAND-2,113,Wallingford Head 2017
ITCHEN IMPERIAL ROWING CLUB,4-,Op 4- BAND-2,115,Wallingford Head 2017
ST EDWARD'S MARTYRS BOAT CLUB,8+,Op MasC 8+ ,116,Wallingford Head 2017
WALLINGFORD ROWING CLUB,4+,Op 4+ BAND-1,117,Wallingford Head 2017
READING BLUE COAT SCHOOL BOAT CLUB,4+,Op J18 4+ ,118,Wallingford Head 2017
BRASENOSE COLLEGE BOAT CLUB,8+,Op U23 8+ U23,119,Wallingford Head 2017
QUEENS COLLEGE THE (OXFORD) BOAT CLUB,8+,Op 8+ BAND-5,122,Wallingford Head 2017
NOTTINGHAM UNIVERSITY BOAT CLUB,4-,Op 4- BAND-2,124,Wallingford Head 2017
KINGS COLLEGE SCHOOL BOAT CLUB,8+,Op J18 8+ ,125,Wallingford Head 2017
EXETER UNIVERSITY BOAT CLUB,4+,Op 4+ BAND-3,127,Wallingford Head 2017
BRISTOL CITY OF ROWING CLUB,4-,Op 4- BAND-2,129,Wallingford Head 2017
ST EDWARDS SCHOOL BOAT CLUB,8+,Op J18 8+ ,130,Wallingford Head 2017
WARWICK UNIVERSITY OF BOAT CLUB,4+,Op 4+ BAND-2,132,Wallingford Head 2017
OXFORD UNIVERSITY LWT ROWING CLUB,4-,Op 4- BAND-2,135,Wallingford Head 2017
HENLEY ROWING CLUB,4-,Op 4- BAND-2,137,Wallingford Head 2017
LATYMER UPPER SCHOOL BOAT CLUB,4+,Op 4+ BAND-2,139,Wallingford Head 2017
KINGS COLLEGE SCHOOL BOAT CLUB,4+,Op J16 4+ ,141,Wallingford Head 2017
ST GEORGES COLLEGE BOAT CLUB,8+,Op J15 8+ ,144,Wallingford Head 2017
BRISTOL CITY OF ROWING CLUB,4+,Op 4+ BAND-3,145,Wallingford Head 2017
MONMOUTH SCHOOL ROWING CLUB,8+,Op J15 8+ ,146,Wallingford Head 2017
BRISTOL CITY OF ROWING CLUB,4-,Op 4- BAND-2,147,Wallingford Head 2017
ABINGDON SCHOOL BOAT CLUB,4+,Op 4+ BAND-2,148,Wallingford Head 2017
LATYMER UPPER SCHOOL BOAT CLUB,8+,Op J15 8+ ,149,Wallingford Head 2017
READING ROWING CLUB,8+,Op MasD 8+ ,150,Wallingford Head 2017
ABINGDON SCHOOL BOAT CLUB,4+,Op 4+ BAND-2,152,Wallingford Head 2017
CITY OF OXFORD ROWING CLUB,4+,Op 4+ BAND-2,153,Wallingford Head 2017
OXFORD UNIVERSITY LWT ROWING CLUB,4+,Op 4+ BAND-3,155,Wallingford Head 2017
LATYMER UPPER SCHOOL BOAT CLUB,4+,Op J16 4+ ,156,Wallingford Head 2017
MAIDSTONE INVICTA ROWING CLUB,8+,Op MasF 8+ ,157,Wallingford Head 2017
READING BLUE COAT SCHOOL BOAT CLUB,4+,Op J18 4+ ,160,Wallingford Head 2017
ST GEORGES COLLEGE BOAT CLUB,4+,Op J16 4+ ,161,Wallingford Head 2017
EAST ANGLIA UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-5,163,Wallingford Head 2017
AVON COUNTY ROWING CLUB,8+,Op MasE 8+ ,164,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,4+,Op J18 4+ ,168,Wallingford Head 2017
SIR WILLIAM BORLASE'S GRAM SCH BOAT CLUB,4+,Op 4+ BAND-3,169,Wallingford Head 2017
TIDEWAY SCULLERS SCHOOL,8+,Op MasE 8+ ,172,Wallingford Head 2017
ST GEORGES COLLEGE BOAT CLUB,4+,Op J18 4+ ,173,Wallingford Head 2017
WINCHESTER COLLEGE BOAT CLUB,4+,Op J16 4+ ,176,Wallingford Head 2017
BRUNEL UNIVERSITY ROWING CLUB,4+,Op U23 4+ ,178,Wallingford Head 2017
ITCHEN IMPERIAL ROWING CLUB,4+,Op MasC 4+ ,181,Wallingford Head 2017
SIR WILLIAM BORLASE'S GRAM SCH BOAT CLUB,4+,Op J15 4+ ,183,Wallingford Head 2017
READING BLUE COAT SCHOOL BOAT CLUB,4+,Op J16 4+ ,185,Wallingford Head 2017
ST JOHNS COLLEGE (OXFORD) BOAT CLUB,4+,Op 4+ BAND-2,186,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,8+,Op J15 8+ ,190,Wallingford Head 2017
LATYMER UPPER SCHOOL BOAT CLUB,4+,Op J16 4+ ,197,Wallingford Head 2017
ST GEORGES COLLEGE BOAT CLUB,8+,Op J15 8+ ,198,Wallingford Head 2017
GREAT MARLOW SCHOOL BOAT CLUB,4+,Op J15 4+ ,203,Wallingford Head 2017
READING ROWING CLUB,8+,Op MasD 8+ ,208,Wallingford Head 2017
HENLEY ROWING CLUB,4+,Op J16 4+ ,209,Wallingford Head 2017
READING BLUE COAT SCHOOL BOAT CLUB,4+,Op J16 4+ ,210,Wallingford Head 2017
SIR WILLIAM BORLASE'S GRAM SCH BOAT CLUB,8+,Op J15 8+ ,215,Wallingford Head 2017
WINCHESTER COLLEGE BOAT CLUB,4+,Op J15 4+ ,220,Wallingford Head 2017
WINCHESTER COLLEGE BOAT CLUB,4+,Op J15 4+ ,226,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,8+,Op J15 8+ ,232,Wallingford Head 2017
WALLINGFORD ROWING CLUB,8+,Op MasG 8+ ,241,Wallingford Head 2017
FALCON ROWING CLUB,8+,Op 8+ BAND-5,242,Wallingford Head 2017
BRUNEL UNIVERSITY ROWING CLUB,4+,Op 4+ BAND-3,246,Wallingford Head 2017
IMPERIAL COLLEGE BC,8+,Op 8+ Div 1 - Band 1,1,Henley Fours and 8s Head 2018
STAR AND ARROW CLUB,8+,Op 8+ Div 1 - Band 1,2,Henley Fours and 8s Head 2018
UNIV OF LONDON BC,8+,Op 8+ Div 1 - Band 1,3,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,8+,Op 8+ Div 1 - Band 1,4,Henley Fours and 8s Head 2018
UPPER THAMES RC,8+,Op 8+ Div 1 - Band 1,5,Henley Fours and 8s Head 2018
UNIV OF LONDON BC,8+,Op 8+ Div 1 - Band 1,6,Henley Fours and 8s Head 2018
ITCHEN IMPERIAL RC,8+,Op 8+ Div 1 - Band 1,7,Henley Fours and 8s Head 2018
IMPERIAL COLLEGE BC,8+,Op 8+ Div 1 - Band 1,8,Henley Fours and 8s Head 2018
READING RC,8+,Op 8+ Div 1 - Band 1,9,Henley Fours and 8s Head 2018
IMPERIAL COLLEGE BC,8+,Op 8+ Div 1 - Band 1,10,Henley Fours and 8s Head 2018
MARLOW RC,8+,Op 8+ Div 1 - Band 1,11,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,8+,Op 8+ Div 1 - Band 1,12,Henley Fours and 8s Head 2018
UNIV OF LONDON BC,8+,Op 8+ Div 1 - Band 1,13,Henley Fours and 8s Head 2018
UPPER THAMES RC COMP.,8+,Op 8+ Div 1 - Band 1,14,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,8+,Op 8+ Div 1 - Band 1,15,Henley Fours and 8s Head 2018
PEMBROKE COLLEGE (OXFORD) BC,8+,Op 8+ Div 1 - Band 2,1,Henley Fours and 8s Head 2018
BEXHILL RC,8+,Op 8+ Div 1 - Band 2,2,Henley Fours and 8s Head 2018
MAIDENHEAD RC,8+,Op 8+ Div 1 - Band 2,3,Henley Fours and 8s Head 2018
LLANDAFF RC,8+,Op 8+ Div 1 - Band 2,4,Henley Fours and 8s Head 2018
TRINITY COLLEGE BC,8+,Op 8+ Div 1 - Band 2,5,Henley Fours and 8s Head 2018
UNIV OF WARWICK BC,8+,Op 8+ Div 1 - Band 2,6,Henley Fours and 8s Head 2018
CORPUS CHRISTI COLLEGE (OXFORD) BC,8+,Op 8+ Div 1 - Band 2,7,Henley Fours and 8s Head 2018
HENLEY RC,8+,Op 8+ Div 1 - Band 2,8,Henley Fours and 8s Head 2018
MINERVA BATH RC,8+,Op 8+ Div 1 - Band 2,9,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,8+,Op 8+ Div 1 - Band 2,10,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,8+,Op 8+ Div 1 - Band 2,11,Henley Fours and 8s Head 2018
WADHAM COLLEGE BC,8+,Op 8+ Div 1 - Band 3,1,Henley Fours and 8s Head 2018
TRINITY HALL BC,8+,Op 8+ Div 1 - Band 3,2,Henley Fours and 8s Head 2018
LADY MARGARET HALL BC,8+,Op 8+ Div 1 - Band 3,3,Henley Fours and 8s Head 2018
JESUS COLLEGE (CAMBRIDGE)  BC,8+,Op 8+ Div 1 - Band 3,4,Henley Fours and 8s Head 2018
HERTFORD COLLEGE BC,8+,Op 8+ Div 1 - Band 3,5,Henley Fours and 8s Head 2018
UNIVERSITY COLLEGE (OXFORD) BC,8+,Op 8+ Div 1 - Band 3,6,Henley Fours and 8s Head 2018
BOURNEMOUTH UNIV. BC,8+,Op 8+ Div 1 - Band 3,7,Henley Fours and 8s Head 2018
BRASENOSE COLLEGE BC,8+,Op 8+ Div 1 - Band 3,8,Henley Fours and 8s Head 2018
TWICKENHAM RC,8+,Op 8+ Div 1 - Band 3,9,Henley Fours and 8s Head 2018
BOURNEMOUTH UNIV. BC,8+,Op 8+ Div 1 - Band 3,10,Henley Fours and 8s Head 2018
BOURNEMOUTH UNIV. BC,8+,Op 8+ Div 1 - Band 3,11,Henley Fours and 8s Head 2018
BOURNEMOUTH UNIV. BC COMP.,8+,Op 8+ Div 1 - Band 3,12,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,8+,Op 8+ Div 1 - Band 3,13,Henley Fours and 8s Head 2018
HENLEY RC,4x+,Op J14 4x+ Div 1,1,Henley Fours and 8s Head 2018
WESTMINSTER SCHOOL BC,4x+,Op J14 4x+ Div 1,2,Henley Fours and 8s Head 2018
MARLOW RC,4x+,Op J14 4x+ Div 1,3,Henley Fours and 8s Head 2018
HENLEY RC,4+,Op J16 4+ Div 1,1,Henley Fours and 8s Head 2018
ITCHEN IMPERIAL RC,4+,Op J16 4+ Div 1,2,Henley Fours and 8s Head 2018
UPPER THAMES RC,4-,Op Mas 4- Div 1 (H'cap),1,Henley Fours and 8s Head 2018
UPPER THAMES RC,4-,Op Mas 4- Div 1 (H'cap),2,Henley Fours and 8s Head 2018
HENLEY RC,4-,Op Mas 4- Div 1 (H'cap),3,Henley Fours and 8s Head 2018
IMPERIAL COLLEGE BC,4-,Op 4- Div 2  - Band 1,1,Henley Fours and 8s Head 2018
UPPER THAMES RC,4-,Op 4- Div 2  - Band 1,2,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,4-,Op 4- Div 2  - Band 1,3,Henley Fours and 8s Head 2018
ITCHEN IMPERIAL RC,4-,Op 4- Div 2  - Band 1,4,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,4-,Op 4- Div 2  - Band 1,5,Henley Fours and 8s Head 2018
UPPER THAMES RC,4-,Op 4- Div 2  - Band 1,6,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,4-,Op 4- Div 2  - Band 1,7,Henley Fours and 8s Head 2018
UPPER THAMES RC,4-,Op 4- Div 2  - Band 1,8,Henley Fours and 8s Head 2018
READING RC,4-,Op 4- Div 2  - Band 1,9,Henley Fours and 8s Head 2018
TWICKENHAM RC,4-,Op 4- Div 2  - Band 1,10,Henley Fours and 8s Head 2018
BEXHILL RC,4-,Op 4- Div 2  - Band 2,1,Henley Fours and 8s Head 2018
MAIDENHEAD RC,4-,Op 4- Div 2  - Band 2,2,Henley Fours and 8s Head 2018
ITCHEN IMPERIAL RC,4-,Op 4- Div 2  - Band 2,3,Henley Fours and 8s Head 2018
MARLOW RC,4-,Op 4- Div 2  - Band 2,4,Henley Fours and 8s Head 2018
HENLEY RC,4-,Op 4- Div 2  - Band 2,5,Henley Fours and 8s Head 2018
HENLEY RC,4-,Op 4- Div 2  - Band 2,6,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,4-,Op 4- Div 2  - Band 2,7,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,4-,Op 4- Div 2  - Band 2,8,Henley Fours and 8s Head 2018
READING RC,4-,Op 4- Div 2  - Band 2,9,Henley Fours and 8s Head 2018
UNIV OF LONDON BC,4+,Op 4+ Div 2  - Band 1,1,Henley Fours and 8s Head 2018
IMPERIAL COLLEGE BC,4+,Op 4+ Div 2  - Band 1,2,Henley Fours and 8s Head 2018
WALLINGFORD RC,4+,Op 4+ Div 2  - Band 1,3,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,4+,Op 4+ Div 2  - Band 1,4,Henley Fours and 8s Head 2018
UNIV OF LONDON BC,4+,Op 4+ Div 2  - Band 1,5,Henley Fours and 8s Head 2018
IMPERIAL COLLEGE BC,4+,Op 4+ Div 2  - Band 1,6,Henley Fours and 8s Head 2018
MARLOW RC,4+,Op 4+ Div 2  - Band 1,7,Henley Fours and 8s Head 2018
UPPER THAMES RC COMP,4+,Op 4+ Div 2  - Band 1,8,Henley Fours and 8s Head 2018
READING RC,4+,Op 4+ Div 2  - Band 2,1,Henley Fours and 8s Head 2018
UNIV OF WARWICK BC,4+,Op 4+ Div 2  - Band 2,2,Henley Fours and 8s Head 2018
HERTFORD COLLEGE BC,4+,Op 4+ Div 2  - Band 2,3,Henley Fours and 8s Head 2018
UNIV OF WARWICK BC,4+,Op 4+ Div 2  - Band 2,4,Henley Fours and 8s Head 2018
BOURNEMOUTH UNIV. BC,4+,Op 4+ Div 2  - Band 2,5,Henley Fours and 8s Head 2018
BRASENOSE COLLEGE BC,4+,Op 4+ Div 2  - Band 2,6,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,4+,Op 4+ Div 2  - Band 2,7,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,4+,Op 4+ Div 2  - Band 2,8,Henley Fours and 8s Head 2018
CORPUS CHRISTI COLLEGE (OXFORD) BC,4+,Op 4+ Div 2  - Band 3,1,Henley Fours and 8s Head 2018
SOUTHAMPTON COALPORTERS ARC,4+,Op 4+ Div 2  - Band 3,2,Henley Fours and 8s Head 2018
BOURNEMOUTH UNIV. BC,4+,Op 4+ Div 2  - Band 3,3,Henley Fours and 8s Head 2018
MAIDENHEAD RC,4+,Op 4+ Div 2  - Band 3,4,Henley Fours and 8s Head 2018
UNIV OF BRISTOL BC,4+,Op 4+ Div 2  - Band 3,5,Henley Fours and 8s Head 2018
PUTNEY TOWN RC,4+,Op 4+ Div 2  - Band 3,6,Henley Fours and 8s Head 2018
TWICKENHAM RC,4+,Op 4+ Div 2  - Band 3,7,Henley Fours and 8s Head 2018
WADHAM COLLEGE BC,8+,Op 8+ TIME ONLY,1,Henley Fours and 8s Head 2018
LONDON UNIVERSITY OF BC,8+,8+ / 1,1,Rutherford Head 2017
NEWCASTLE UNIVERSITY BC,8+,8+ / 1,2,Rutherford Head 2017
EDINBURGH UNIVERSITY BC,8+,8+ / 1,3,Rutherford Head 2017
NEWCASTLE UNIVERSITY BC,8+,8+ / 3,4,Rutherford Head 2017
AGECROFT RC,8+,8+ / 1,5,Rutherford Head 2017
DURHAM UNIVERSITY BC,8+,8+ / 1,6,Rutherford Head 2017
LONDON UNIVERSITY OF BC,8+,8+ / 1,7,Rutherford Head 2017
NEWCASTLE UNIVERSITY BC,8+,8+ / 2,8,Rutherford Head 2017
AGECROFT RC,8+,8+ / 2,9,Rutherford Head 2017
EDINBURGH UNIVERSITY BC,8+,8+ / 2,10,Rutherford Head 2017
LONDON UNIVERSITY OF BC,8+,8+ / 2,11,Rutherford Head 2017
LONDON UNIVERSITY OF BC,8+,8+ / 3,12,Rutherford Head 2017
DURHAM UNIVERSITY BC,8+,8+ / 2,13,Rutherford Head 2017
NEWCASTLE UNIVERSITY BC,8+,8+ / 4,14,Rutherford Head 2017
NEWCASTLE UNIVERSITY BC,8+,8+ / 3,15,Rutherford Head 2017
ST HILD & ST BEDE COLLEGE BC,8+,8+ / 2,16,Rutherford Head 2017
LEEDS RC,8+,8+ / 4,17,Rutherford Head 2017
HERIOT-WATT UNIVERSITY BC,8+,8+ / 5,18,Rutherford Head 2017
COLLINGWOOD COLLEGE BC,8+,8+ / 3,19,Rutherford Head 2017
TYNE AMATEUR RC,8+,8+ / 3,20,Rutherford Head 2017
AURIOL KENSINGTON RC,8+,8+ / 2,21,Rutherford Head 2017
ST JOHNS COLLEGE (DURHAM) BC,8+,8+ / 3,22,Rutherford Head 2017
QUEEN ELIZABETH HS BC,8+,J18.8+,23,Rutherford Head 2017
VAN MILDERT BC,8+,8+ / 4,24,Rutherford Head 2017
HATFIELD COLLEGE BC,8+,8+ / 3,25,Rutherford Head 2017
CITY OF CAMBRIDGE RC,8+,8+ / 2,26,Rutherford Head 2017
LEEDS UNIVERSITY BC,8+,8+ / 4,27,Rutherford Head 2017
UNIVERSITY COLL (DURHAM) BC,8+,8+ / 5,28,Rutherford Head 2017
ST CUTHBERTS SOCIETY BC,8+,8+ / 4,30,Rutherford Head 2017
YARM SCHOOL BC,8+,J18.8+,31,Rutherford Head 2017
DURHAM AMATEUR RC,4x,MasC/D.4x-,33,Rutherford Head 2017
LIVERPOOL UNIVERSITY BC,8+,8+ / 3,34,Rutherford Head 2017
COLLINGWOOD COLLEGE BC,8+,8+ / 4,35,Rutherford Head 2017
EDINBURGH UNIVERSITY BC,8+,8+ / 5,36,Rutherford Head 2017
DURHAM AMATEUR RC,8+,J18.8+,37,Rutherford Head 2017
TYNE AMATEUR RC,8+,8+ / 5,38,Rutherford Head 2017
LANCASTER UNIVERSITY BC,8+,8+ / 4,39,Rutherford Head 2017
GREY COLLEGE BC,8+,8+ / 4,40,Rutherford Head 2017
TEES RC,8+,8+ / 4,42,Rutherford Head 2017
HEXHAM RC,4x,MasE/F.4x-,44,Rutherford Head 2017
SUNDERLAND CITY OF RC,8+,8+ / 4,47,Rutherford Head 2017
TYNE UNITED RC,4x,MasC/D.4x-,49,Rutherford Head 2017
NORTHUMBRIA UNIVERSITY OF BC,8+,8+ / 5,54,Rutherford Head 2017
HERIOT-WATT UNIVERSITY BC,8+,8+ / 5,55,Rutherford Head 2017
HEXHAM RC,4x,MasE/F.4x-,56,Rutherford Head 2017
CHESTER LE STREET AMATEUR RC,8+,8+ / 5,60,Rutherford Head 2017
DURHAM AMATEUR RC,8+,8+ / 5,62,Rutherford Head 2017
TYNE AMATEUR RC,8+,8+ / 5,67,Rutherford Head 2017
TYNE UNITED RC,4x,MasE/F.4x-,77,Rutherford Head 2017
TALKIN TARN AMATEUR RC,4x,MasC/D.4x-,78,Rutherford Head 2017
EDINBURGH UNIVERSITY BC,8+,8+ / 5,80,Rutherford Head 2017
TALKIN TARN AMATEUR RC,4x,MasE/F.4x-,90,Rutherford Head 2017
HEXHAM RC,4x,MasE/F.4x-,91,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4x,4x- / 1,1,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4-,4- / 1,2,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4x,4x- / 1,3,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4+,4+ / 1,4,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4x,4x- / 2,5,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4-,4- / 1,6,Rutherford Head 2017
CAMBOIS RC,4x,4x- / 1,8,Rutherford Head 2017
TYNE AMATEUR RC,4x,4x- / 1,9,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4+,4+ / 1,10,Rutherford Head 2017
DURHAM UNIVERSITY RC,4+,4+ / 1,11,Rutherford Head 2017
DURHAM UNIVERSITY RC,4x,4x- / 1,12,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4x,4x- / 1,13,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4x,4x- / 2,14,Rutherford Head 2017
NORTHUMBRIA UNIVERSITY OF RC,4x,4x- / 2,16,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4+,4+ / 1,17,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4+,4+ / 2,19,Rutherford Head 2017
DURHAM UNIVERSITY RC,4+,4+ / 1,20,Rutherford Head 2017
CHESTER LE STREET AMATEUR RC,4x,J18.4x-,22,Rutherford Head 2017
AGECROFT RC,4+,4+ / 1,24,Rutherford Head 2017
QUEEN ELIZABETH HS RC,4x,4x- / 2,25,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4-,4- / 1,26,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4+,4+ / 2,28,Rutherford Head 2017
TEES RC,4x,4x- / 3,29,Rutherford Head 2017
TYNE AMATEUR RC,8+,MasC/D.8+,30,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4+,4+ / 1,31,Rutherford Head 2017
LEEDS UNIVERSITY RC,4x,4x- / 3,32,Rutherford Head 2017
AGECROFT RC,4-,4- / 1,33,Rutherford Head 2017
AGECROFT RC,4+,4+ / 2,34,Rutherford Head 2017
HERIOT-WATT UNIVERSITY RC,4-,4- / 2,35,Rutherford Head 2017
AURIOL KENSINGTON RC,4-,4- / 2,36,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4+,4+ / 1,37,Rutherford Head 2017
DURHAM AMATEUR RC,4x,J18.4x-,38,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4-,4- / 2,39,Rutherford Head 2017
AGECROFT RC,4-,4- / 2,40,Rutherford Head 2017
DURHAM SCHOOL RC,4x,J16.4x-,42,Rutherford Head 2017
YARM SCHOOL RC,4x,J18.4x-,43,Rutherford Head 2017
DURHAM AMATEUR RC,4x,4x- / 3,45,Rutherford Head 2017
LONDON UNIVERSITY OF RC,4x,4x- / 2,46,Rutherford Head 2017
ST ANDREW RC,4+,4+ / 3,48,Rutherford Head 2017
LIVERPOOL UNIVERSITY RC,4+,4+ / 2,49,Rutherford Head 2017
DURHAM UNIVERSITY RC,4+,4+ / 2,50,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4+,4+ / 2,52,Rutherford Head 2017
LEEDS RC,4-,4- / 2,53,Rutherford Head 2017
TYNE AMATEUR RC,4x,J18.4x-,54,Rutherford Head 2017
HEXHAM RC,8+,MasE/F.8+,56,Rutherford Head 2017
LANCASTER UNIVERSITY RC,4+,4+ / 2,57,Rutherford Head 2017
CITY OF CAMBRIDGE RC,4-,4- / 1,58,Rutherford Head 2017
QUEEN ELIZABETH HS RC,4+,4+ / 3,59,Rutherford Head 2017
TEES RC,8+,MasE/F.8+,62,Rutherford Head 2017
QUEEN ELIZABETH HS RC,4x,J16.4x-,63,Rutherford Head 2017
HEXHAM RC,4x+,4x+,64,Rutherford Head 2017
DURHAM AMATEUR RC,4x+,4x+,65,Rutherford Head 2017
TYNE UNITED RC,4x,J18.4x-,66,Rutherford Head 2017
CHESTER LE STREET AMATEUR RC,4x,J16.4x-,68,Rutherford Head 2017
SUNDERLAND CITY OF RC,4-,4- / 2,70,Rutherford Head 2017
LEEDS RC,4+,4+ / 3,71,Rutherford Head 2017
CITY OF CAMBRIDGE RC,4x,4x- / 3,72,Rutherford Head 2017
TYNE AMATEUR RC,8+,MasC/D.8+,75,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4+,4+ / 3,80,Rutherford Head 2017
CHESTER LE STREET AMATEUR RC,8+,MasC/D.8+,82,Rutherford Head 2017
DURHAM AMATEUR RC,4x,4x- / 3,85,Rutherford Head 2017
NEWCASTLE UNIVERSITY RC,4x,4x- / 3,86,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4x+,4x+,87,Rutherford Head 2017
YARM SCHOOL RC,4x,J16.4x-,89,Rutherford Head 2017
HERIOT-WATT UNIVERSITY RC,4+,4+ / 3,90,Rutherford Head 2017
QUEEN ELIZABETH HS RC,4x+,4x+,91,Rutherford Head 2017
HATFIELD COLLEGE RC,4+,4+ / 3,92,Rutherford Head 2017
TEES RC,8+,MasE/F.8+,93,Rutherford Head 2017
YARM SCHOOL RC,4x,J18.4x-,96,Rutherford Head 2017
DURHAM AMATEUR RC,8+,MasC/D.8+,99,Rutherford Head 2017
EDINBURGH UNIVERSITY RC,4+,4+ / 3,100,Rutherford Head 2017
TYNE UNITED RC,8+,MasE/F.8+,102,Rutherford Head 2017
TALKIN TARN AMATEUR RC,4-,4- / 2,104,Rutherford Head 2017
TYNE AMATEUR RC,8+,MasE/F.8+,105,Rutherford Head 2017
CITY OF CAMBRIDGE RC,4+,4+ / 3,110,Rutherford Head 2017
STEPHENSON COLLEGE RC,4+,4+ / 3,114,Rutherford Head 2017
GATESHEAD COMMUNITY RC,4x+,4x+,115,Rutherford Head 2017
NORTHUMBRIA UNIVERSITY OF RC,4x+,4x+,116,Rutherford Head 2017
ABERDEEN BC A - WALLACE MAS(F),1x,OMasFG 1x: F,2,Strathlyde Park Regatta 2018
ABERDEEN BC B - DAVIDSON MAS(G),1x,OMasFG 1x: F,3,Strathlyde Park Regatta 2018
ABERDEEN BC MAS(G),2x,OMasF-H 2x: F,3,Strathlyde Park Regatta 2018
ABERDEEN BC MAS(G),2-,OMasG 2-: F,2,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,2-,ORes1 2-: F,1,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,8+,ONov 8+: F,1,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,4+,ORes1 4+: F,2,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,4x,ONov 4x+: F,2,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,2-,ORes2 2-: Heat 2,5,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,4-,O4-: Heat 1,2,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,4+,OJu18 4+: F,2,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,2x,OJu15 2x: F,3,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,8+,O8+: F,4,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,2x,OJu16 2x: F,5,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA,4-,O4-: F,7,Strathlyde Park Regatta 2018
ABERDEEN SCHOOLS RA - PEARCE,1x,OJu13 1x: F,2,Strathlyde Park Regatta 2018
